,Suburb,Address,Rooms,Housewithrooms,Housewithrooms1,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2338,Coburg North,27 Williams Rd,4,House,house with 4,770000,S,Brad,13/05/2017,9.2,3058,4,1,1,545,,,Moreland,-37.7304,144.9605,Northern Metropolitan,3445
2339,Coburg North,3/24 Mashoobra St,2,Unit,unit with 2,330000,VB,Rosin,22/04/2017,9.2,3058,2,1,1,0,,1970,Moreland,-37.7218,144.9563,Northern Metropolitan,3445
2340,Collingwood,4/67 Easey St,2,Unit,unit with 2,535000,S,Nelson,6/05/2017,1.6,3066,2,1,1,0,63,1970,Yarra,-37.7981,144.9883,Northern Metropolitan,4553
2341,Collingwood,3A Blanche St,3,Townhouse,townhouse with 3,1308000,S,Jellis,8/04/2017,1.6,3066,3,1,2,125,,1990,Yarra,-37.7953,144.9864,Northern Metropolitan,4553
2342,Collingwood,1/78 Oxford St,2,Townhouse,townhouse with 2,945000,S,Jellis,8/04/2017,1.6,3066,2,1,1,15900,98,1880,Yarra,-37.8035,144.985,Northern Metropolitan,4553
2343,Collingwood,3/108 Smith St,1,Unit,unit with 1,550000,VB,hockingstuart,8/04/2017,1.6,3066,1,1,0,0,,1995,Yarra,-37.8053,144.9833,Northern Metropolitan,4553
2344,Collingwood,158 Keele St,3,House,house with 3,1309000,S,Nelson,13/05/2017,1.6,3066,3,1,0,168,,,Yarra,-37.7975,144.9924,Northern Metropolitan,4553
2345,Collingwood,39 Otter St,3,House,house with 3,1300000,S,Peter,20/05/2017,1.6,3066,3,1,1,209,,,Yarra,-37.8011,144.9861,Northern Metropolitan,4553
2346,Collingwood,71 Palmer St,2,House,house with 2,888000,S,Ray,20/05/2017,1.6,3066,2,1,0,112,100,1900,Yarra,-37.8001,144.9901,Northern Metropolitan,4553
2347,Collingwood,2/18 Islington St,3,Unit,unit with 3,1000000,SP,Caine,22/04/2017,1.6,3066,3,2,2,0,148,2005,Yarra,-37.8083,144.9908,Northern Metropolitan,4553
2348,Cremorne,27 Balmain St,3,House,house with 3,1350000,S,Biggin,6/05/2017,2.5,3121,3,1,1,117,147,1900,Yarra,-37.8298,144.9923,Northern Metropolitan,1123
2349,Cremorne,25 Dover St,2,House,house with 2,855000,S,Biggin,8/04/2017,2.5,3121,2,1,0,117,,,Yarra,-37.8262,144.9922,Northern Metropolitan,1123
2350,Fairfield,11/272 Heidelberg Rd,2,Unit,unit with 2,676000,S,Jellis,6/05/2017,5.8,3078,2,1,1,0,87,2002,Yarra,-37.7847,145.0109,Northern Metropolitan,2970
2351,Fairfield,3 Gillies St,3,House,house with 3,1500000,PI,Woodards,13/05/2017,5.8,3078,3,1,2,574,150,1925,Darebin,-37.783,145.0165,Northern Metropolitan,2970
2352,Fawkner,200 McBryde St,3,House,house with 3,700000,SP,Ray,6/05/2017,12.4,3060,3,1,2,650,,,Moreland,-37.7023,144.9773,Northern Metropolitan,5070
2353,Fawkner,3 Brian St,3,House,house with 3,660000,S,Brad,8/04/2017,12.4,3060,3,1,2,585,88,1960,Moreland,-37.695,144.9676,Northern Metropolitan,5070
2354,Fawkner,29 Jennifer St,3,House,house with 3,741000,S,Peter,8/04/2017,12.4,3060,3,1,3,578,128,1960,Moreland,-37.6966,144.9695,Northern Metropolitan,5070
2355,Fawkner,32 Murray St,2,House,house with 2,949500,S,Brad,13/05/2017,12.4,3060,2,1,1,689,,,Moreland,-37.7052,144.964,Northern Metropolitan,5070
2356,Fawkner,42a Murray St,3,Unit,unit with 3,532000,S,Ray,13/05/2017,12.4,3060,3,2,1,207,205,2007,Moreland,-37.7049,144.9631,Northern Metropolitan,5070
2357,Fawkner,43 Preston St,3,House,house with 3,698000,S,Ray,13/05/2017,12.4,3060,3,1,1,602,,,Moreland,-37.6995,144.9669,Northern Metropolitan,5070
2358,Fawkner,1 Baird St,3,House,house with 3,687000,S,Brad,20/05/2017,12.4,3060,3,2,1,577,,,Moreland,-37.7071,144.9706,Northern Metropolitan,5070
2359,Fawkner,30 Dorothy St,3,House,house with 3,670000,S,Brad,20/05/2017,12.4,3060,3,1,2,585,,,Moreland,-37.6937,144.9658,Northern Metropolitan,5070
2360,Fawkner,42 Hedley St,3,House,house with 3,1000000,PI,Ray,20/05/2017,12.4,3060,3,1,2,1069,120,1960,Moreland,-37.6931,144.9596,Northern Metropolitan,5070
2361,Fawkner,6/119 Anderson Rd,2,Unit,unit with 2,445000,S,Nelson,29/04/2017,12.4,3060,2,1,1,196,,,Moreland,-37.6956,144.9656,Northern Metropolitan,5070
2362,Fawkner,169 Anderson Rd,3,House,house with 3,730000,S,hockingstuart,29/04/2017,12.4,3060,3,1,2,638,,,Moreland,-37.6952,144.9613,Northern Metropolitan,5070
2363,Fawkner,20 Edward St,2,House,house with 2,725000,S,Love,29/04/2017,12.4,3060,2,1,2,606,,,Moreland,-37.709,144.9646,Northern Metropolitan,5070
2364,Fawkner,40 Lowson St,3,House,house with 3,668000,S,Ray,29/04/2017,12.4,3060,3,1,1,540,,,Moreland,-37.6992,144.9739,Northern Metropolitan,5070
2365,Fawkner,2/99 Major Rd,2,Unit,unit with 2,328000,SP,Love,29/04/2017,12.4,3060,2,1,1,0,67,1970,Moreland,-37.7071,144.9644,Northern Metropolitan,5070
2366,Fawkner,41 McBryde St,3,Townhouse,townhouse with 3,543500,S,Stockdale,29/04/2017,12.4,3060,3,3,3,247,103,2011,Moreland,-37.7133,144.975,Northern Metropolitan,5070
2367,Fitzroy North,476 Brunswick St,2,House,house with 2,1200000,S,Jellis,6/05/2017,3.5,3068,2,1,0,204,,,Yarra,-37.7925,144.9797,Northern Metropolitan,6244
2368,Fitzroy North,7/110 Miller St,1,Unit,unit with 1,330000,S,Nelson,6/05/2017,3.5,3068,1,1,1,0,32,1970,Yarra,-37.777,144.9836,Northern Metropolitan,6244
2369,Fitzroy North,167 Alexandra Pde,2,House,house with 2,846000,S,Harrington,8/04/2017,3.5,3068,2,1,0,160,119,1880,Yarra,-37.7933,144.9824,Northern Metropolitan,6244
2370,Fitzroy North,58 Scotchmer St,2,House,house with 2,1345000,S,Woodards,8/04/2017,3.5,3068,2,1,0,176,,,Yarra,-37.7831,144.9805,Northern Metropolitan,6244
2371,Fitzroy North,43 Woodside St,2,House,house with 2,1802500,S,Nelson,8/04/2017,3.5,3068,2,2,1,182,,1880,Yarra,-37.7843,144.9902,Northern Metropolitan,6244
2372,Fitzroy North,22 McKean St,2,House,house with 2,1520000,SP,Nelson,20/05/2017,3.5,3068,2,1,0,138,,,Yarra,-37.7904,144.9836,Northern Metropolitan,6244
2373,Fitzroy North,106 Newry St,3,House,house with 3,1625000,S,Nelson,20/05/2017,3.5,3068,3,1,0,204,,,Yarra,-37.7911,144.9818,Northern Metropolitan,6244
2374,Fitzroy North,3 Rowe St,3,House,house with 3,2555000,S,Collins,20/05/2017,3.5,3068,3,1,1,340,,,Yarra,-37.7869,144.9863,Northern Metropolitan,6244
2375,Fitzroy North,236 Barkly St,2,House,house with 2,1055000,S,Chambers,29/04/2017,3.5,3068,2,1,0,192,85.2,1910,Yarra,-37.7793,144.9879,Northern Metropolitan,6244
2376,Fitzroy North,15 Queen St,1,House,house with 1,950000,VB,Collins,29/04/2017,3.5,3068,1,1,0,138,,,Yarra,-37.7759,144.9823,Northern Metropolitan,6244
2377,Flemington,90 Bryant St,2,House,house with 2,1100000,SP,Nelson,6/05/2017,4.4,3031,2,1,1,186,,,Moonee Valley,-37.7837,144.9338,Northern Metropolitan,3593
2378,Flemington,10 Dartford St,3,House,house with 3,1250000,S,McDonald,6/05/2017,4.4,3031,3,2,2,226,140,2002,Moonee Valley,-37.7824,144.9243,Northern Metropolitan,3593
2379,Flemington,84 Canterbury St,2,House,house with 2,953000,S,Biggin,8/04/2017,4.4,3031,2,1,0,274,103,1930,Moonee Valley,-37.7813,144.9238,Northern Metropolitan,3593
2380,Flemington,11/300 Racecourse Rd,2,Unit,unit with 2,603000,S,Nelson,8/04/2017,4.4,3031,2,1,1,0,96,1890,Moonee Valley,-37.788,144.9306,Northern Metropolitan,3593
2381,Flemington,143 Victoria St,3,House,house with 3,940000,S,hockingstuart,8/04/2017,4.4,3031,3,1,1,320,110,1940,Moonee Valley,-37.7844,144.9359,Northern Metropolitan,3593
2382,Flemington,20 Bryant St,5,House,house with 5,1550000,PI,Nelson,13/05/2017,4.4,3031,5,1,1,432,200,1915,Moonee Valley,-37.7859,144.9323,Northern Metropolitan,3593
2383,Flemington,8/64 Dover St,2,Unit,unit with 2,500000,S,Nelson,13/05/2017,4.4,3031,2,1,1,0,72.9,1970,Moonee Valley,-37.7829,144.9247,Northern Metropolitan,3593
2384,Flemington,16/60 Farnham St,2,Unit,unit with 2,450000,S,Nelson,13/05/2017,4.4,3031,2,1,1,0,62,1970,Moonee Valley,-37.7826,144.9311,Northern Metropolitan,3593
2385,Flemington,1/44 Ascot Vale Rd,2,Unit,unit with 2,390000,VB,Nelson,22/04/2017,4.4,3031,2,1,1,472,55,1960,Moonee Valley,-37.7851,144.922,Northern Metropolitan,3593
2386,Flemington,75 Farnham St,3,House,house with 3,1205000,S,Nelson,22/04/2017,4.4,3031,3,1,0,251,,,Moonee Valley,-37.7823,144.9317,Northern Metropolitan,3593
2387,Flemington,8A John St,3,House,house with 3,1085000,SP,Nelson,22/04/2017,4.4,3031,3,1,1,180,132,1991,Moonee Valley,-37.7839,144.9273,Northern Metropolitan,3593
2388,Flemington,121 Princes St,2,House,house with 2,1060000,S,Nelson,29/04/2017,4.4,3031,2,1,0,209,75,1890,Moonee Valley,-37.7846,144.9347,Northern Metropolitan,3593
2389,Flemington,54 Princes St,3,House,house with 3,917000,S,Jellis,29/04/2017,4.4,3031,3,1,0,143,136,1890,Moonee Valley,-37.7868,144.9336,Northern Metropolitan,3593
2390,Glenroy,97 John St,3,House,house with 3,683000,S,Stockdale,6/05/2017,13,3046,3,1,2,697,,,Moreland,-37.6969,144.9425,Northern Metropolitan,8870
2391,Glenroy,33 Kennedy St,3,House,house with 3,1158000,S,YPA,6/05/2017,13,3046,3,1,1,1011,,,Moreland,-37.7115,144.912,Northern Metropolitan,8870
2392,Glenroy,12 Lewis St,4,House,house with 4,793000,S,Nelson,6/05/2017,13,3046,4,1,2,677,,,Moreland,-37.7088,144.9204,Northern Metropolitan,8870
2393,Glenroy,1 Meadowbank St,3,House,house with 3,780000,PI,Brad,6/05/2017,13,3046,3,1,2,742,101,1970,Moreland,-37.702,144.9538,Northern Metropolitan,8870
2394,Glenroy,6/5 Murrell St,2,Townhouse,townhouse with 2,420000,VB,Brad,6/05/2017,13,3046,2,2,1,1137,82,2009,Moreland,-37.7045,144.9204,Northern Metropolitan,8870
2395,Glenroy,19 Wheatsheaf Rd,3,House,house with 3,895000,S,Barry,6/05/2017,13,3046,3,1,2,697,148,1955,Moreland,-37.7097,144.9256,Northern Metropolitan,8870
2396,Glenroy,67 Morley St,3,House,house with 3,885000,PI,Barry,8/04/2017,13,3046,3,1,2,751,145,1972,Moreland,-37.6962,144.9376,Northern Metropolitan,8870
2397,Glenroy,17 Bindi St,3,House,house with 3,597500,S,YPA,13/05/2017,13,3046,3,1,2,663,84,1950,Moreland,-37.6962,144.9349,Northern Metropolitan,8870
2398,Glenroy,101 Evell St,3,House,house with 3,690000,SP,YPA,13/05/2017,13,3046,3,1,2,650,,,Moreland,-37.699,144.9421,Northern Metropolitan,8870
2399,Glenroy,91 Gowrie St,3,House,house with 3,822000,S,Barry,13/05/2017,13,3046,3,1,2,738,107.4,1960,Moreland,-37.6972,144.941,Northern Metropolitan,8870
2400,Glenroy,90 Moonee Bvd,3,House,house with 3,710000,S,Stockdale,13/05/2017,13,3046,3,1,2,587,,,Moreland,-37.6995,144.905,Northern Metropolitan,8870
2401,Glenroy,14 Hartington St,3,House,house with 3,730000,S,Stockdale,20/05/2017,13,3046,3,2,4,563,,1950,Moreland,-37.702,144.9173,Northern Metropolitan,8870
2402,Glenroy,8 Ila St,3,House,house with 3,901000,S,Stockdale,20/05/2017,13,3046,3,1,2,702,,,Moreland,-37.709,144.9368,Northern Metropolitan,8870
2403,Glenroy,129 View St,3,House,house with 3,643000,S,Stockdale,20/05/2017,13,3046,3,1,2,674,,,Moreland,-37.6957,144.9231,Northern Metropolitan,8870
2404,Glenroy,1/217 West St,5,Townhouse,townhouse with 5,645000,S,Barry,20/05/2017,13,3046,5,1,1,227,152,2013,Moreland,-37.6979,144.941,Northern Metropolitan,8870
2405,Glenroy,1/26 York St,3,Townhouse,townhouse with 3,595000,SP,Nelson,20/05/2017,13,3046,3,1,2,258,142.6,2001,Moreland,-37.7047,144.9087,Northern Metropolitan,8870
2406,Glenroy,29 Glenroy Rd,3,House,house with 3,820000,S,Melbourne,22/04/2017,13,3046,3,1,1,697,,1960,Moreland,-37.7073,144.9355,Northern Metropolitan,8870
2407,Glenroy,2 Ila St,4,House,house with 4,1050000,VB,Nelson,22/04/2017,13,3046,4,3,2,715,271,1970,Moreland,-37.709,144.9373,Northern Metropolitan,8870
2408,Glenroy,56 Pecham St,3,House,house with 3,621000,PI,Stockdale,22/04/2017,13,3046,3,1,1,694,,,Moreland,-37.6977,144.9116,Northern Metropolitan,8870
2409,Glenroy,59 Pecham St,3,House,house with 3,705000,S,Barry,22/04/2017,13,3046,3,1,2,694,110,1960,Moreland,-37.6974,144.9112,Northern Metropolitan,8870
2410,Glenroy,3/15 Harold St,3,Unit,unit with 3,590000,S,YPA,29/04/2017,13,3046,3,2,2,0,118,2009,Moreland,-37.7074,144.9266,Northern Metropolitan,8870
2411,Glenroy,1/14 Newton St,3,Townhouse,townhouse with 3,680000,SP,Stockdale,29/04/2017,13,3046,3,2,2,243,133,2014,Moreland,-37.7116,144.9357,Northern Metropolitan,8870
2412,Glenroy,11 Salisbury St,3,House,house with 3,935000,S,Stockdale,29/04/2017,13,3046,3,1,2,666,176,1960,Moreland,-37.7015,144.9191,Northern Metropolitan,8870
2413,Glenroy,14 Wheatsheaf Rd,3,Townhouse,townhouse with 3,720000,S,Eview,29/04/2017,13,3046,3,2,3,300,,2013,Moreland,-37.7098,144.9266,Northern Metropolitan,8870
2414,Hadfield,56 Middle St,3,House,house with 3,725000,S,Stockdale,13/05/2017,12.1,3046,3,1,2,585,,,Moreland,-37.71,144.9464,Northern Metropolitan,2606
2415,Hadfield,72 Sutherland St,3,House,house with 3,740000,SP,Stockdale,20/05/2017,12.1,3046,3,1,4,605,145,1960,Moreland,-37.706,144.9467,Northern Metropolitan,2606
2416,Hadfield,10 The Loop,4,House,house with 4,880000,S,Ray,22/04/2017,12.1,3046,4,3,2,530,530,,Moreland,-37.7058,144.9431,Northern Metropolitan,2606
2417,Hadfield,5A Neil St,3,Townhouse,townhouse with 3,630000,S,Eview,29/04/2017,12.1,3046,3,2,1,240,,,Moreland,-37.7114,144.9396,Northern Metropolitan,2606
2418,Melbourne,501/318 Little Lonsdale St,1,Unit,unit with 1,432000,S,Greg,6/05/2017,2.8,3000,1,1,1,0,,2001,Melbourne,-37.8116,144.9603,Northern Metropolitan,17496
2419,Melbourne,601/616 Little Collins St,4,Unit,unit with 4,1850000,VB,hockingstuart,8/04/2017,2.8,3000,4,2,1,0,213,1938,Melbourne,-37.8177,144.9544,Northern Metropolitan,17496
2420,Melbourne,2208/380 Little Lonsdale St,1,Unit,unit with 1,333000,SP,Biggin,8/04/2017,2.8,3000,1,1,0,0,41,2010,Melbourne,-37.8122,144.9582,Northern Metropolitan,17496
2421,Melbourne,402/455 Elizabeth St,2,Unit,unit with 2,452000,S,RT,13/05/2017,2.8,3000,2,1,0,0,60,2006,Melbourne,-37.8084,144.9602,Northern Metropolitan,17496
2422,Melbourne,1101/265 Exhibition St,3,Unit,unit with 3,895000,S,hockingstuart,22/04/2017,2.8,3000,3,2,3,0,,,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496
2423,Melbourne,203/551 Flinders La,1,Unit,unit with 1,275000,VB,Whiting,22/04/2017,2.8,3000,1,1,0,0,52,2000,Melbourne,-37.8199,144.9558,Northern Metropolitan,17496
2424,Melbourne,1201/565 Flinders St,2,Unit,unit with 2,683000,S,MICM,22/04/2017,2.8,3000,2,2,1,1136,88,2009,Melbourne,-37.8211,144.9559,Northern Metropolitan,17496
2425,Melbourne,204/300 Swanston St,2,Unit,unit with 2,640000,VB,Greg,22/04/2017,2.8,3000,2,1,1,0,66,2005,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496
2426,Northcote,48 Charles St,2,House,house with 2,1343000,S,Jellis,6/05/2017,5.5,3070,2,1,1,263,,,Darebin,-37.777,144.992,Northern Metropolitan,11364
2427,Northcote,12/412 High St,2,Unit,unit with 2,680000,SP,McGrath,6/05/2017,5.5,3070,2,2,1,1106,70,2009,Darebin,-37.7679,144.9994,Northern Metropolitan,11364
2428,Northcote,2/19 Glanfield St,2,House,house with 2,695000,S,Barry,8/04/2017,5.5,3070,2,1,1,120,,1975,Darebin,-37.7715,145.0075,Northern Metropolitan,11364
2429,Northcote,16/341 Heidelberg Rd,2,Unit,unit with 2,420000,VB,McGrath,8/04/2017,5.5,3070,2,1,1,1000,,,Darebin,-37.7836,145.0139,Northern Metropolitan,11364
2430,Northcote,50 Herbert St,3,House,house with 3,1300000,SP,Jellis,8/04/2017,5.5,3070,3,1,0,191,108,1915,Darebin,-37.7717,144.995,Northern Metropolitan,11364
2431,Northcote,23A Johnson St,2,House,house with 2,995000,PI,Purplebricks,8/04/2017,5.5,3070,2,1,2,228,110,2004,Darebin,-37.7634,144.9985,Northern Metropolitan,11364
2432,Northcote,157 Bastings St,5,House,house with 5,1750000,PI,Nelson,13/05/2017,5.5,3070,5,2,0,406,225,1900,Darebin,-37.7751,145.0099,Northern Metropolitan,11364
2433,Northcote,118 Westgarth St,4,House,house with 4,1822000,S,Nelson,13/05/2017,5.5,3070,4,1,8,728,,1900,Darebin,-37.7825,145.0072,Northern Metropolitan,11364
2434,Northcote,6/229 Westgarth St,1,Unit,unit with 1,280000,VB,Haughton,13/05/2017,5.5,3070,1,1,1,0,,1970,Darebin,-37.7827,145.0113,Northern Metropolitan,11364
2435,Northcote,67 Charles St,2,House,house with 2,1100000,SP,Jellis,20/05/2017,5.5,3070,2,1,1,189,,,Darebin,-37.7767,144.9924,Northern Metropolitan,11364
2436,Northcote,3 Northcote St,3,House,house with 3,1610000,SP,Nelson,20/05/2017,5.5,3070,3,2,1,411,,,Darebin,-37.7744,145.0077,Northern Metropolitan,11364
2437,Northcote,198 Victoria Rd,2,House,house with 2,970000,PI,LITTLE,20/05/2017,5.5,3070,2,1,1,326,,,Darebin,-37.7681,145.0119,Northern Metropolitan,11364
2438,Northcote,39 Victoria Rd,2,House,house with 2,970000,S,McGrath,20/05/2017,5.5,3070,2,2,1,173,,,Darebin,-37.7806,145.0097,Northern Metropolitan,11364
2439,Northcote,21 Mitchell St,4,House,house with 4,2990000,S,McGrath,22/04/2017,5.5,3070,4,1,2,557,,,Darebin,-37.7721,145.0004,Northern Metropolitan,11364
2440,Northcote,133 Beavers Rd,2,House,house with 2,1050000,S,Jellis,29/04/2017,5.5,3070,2,1,1,181,85,1925,Darebin,-37.7659,144.9903,Northern Metropolitan,11364
2441,Northcote,12 Ellesmere St,2,House,house with 2,1290000,S,Nelson,29/04/2017,5.5,3070,2,1,0,259,,,Darebin,-37.7741,145.0073,Northern Metropolitan,11364
2442,Northcote,16/341 Heidelberg Rd,2,Unit,unit with 2,471250,S,McGrath,29/04/2017,5.5,3070,2,1,1,1000,,,Darebin,-37.7836,145.0139,Northern Metropolitan,11364
2443,Northcote,99 Kellett St,3,House,house with 3,1235000,S,Ray,29/04/2017,5.5,3070,3,1,1,534,127,1960,Darebin,-37.7677,145.0142,Northern Metropolitan,11364
2444,Oak Park,15 Kiama St,2,Townhouse,townhouse with 2,600000,S,Nelson,6/05/2017,11.5,3046,2,1,1,161,112,2015,Moreland,-37.712,144.9175,Northern Metropolitan,2651
2445,Oak Park,1 Ash Gr,3,House,house with 3,955000,S,Considine,8/04/2017,11.5,3046,3,1,2,690,,1950,Moreland,-37.7167,144.9127,Northern Metropolitan,2651
2446,Oak Park,6 The Avenue,3,Unit,unit with 3,601000,SP,Barry,8/04/2017,11.5,3046,3,1,2,220,90,1990,Moreland,-37.7131,144.9091,Northern Metropolitan,2651
2447,Oak Park,126A Winifred St,3,House,house with 3,755000,SP,Eview,8/04/2017,11.5,3046,3,2,1,341,170,2003,Moreland,-37.7166,144.9104,Northern Metropolitan,2651
2448,Oak Park,220 Waterloo Rd,3,House,house with 3,1400000,VB,Stockdale,13/05/2017,11.5,3046,3,1,3,730,,,Moreland,-37.7167,144.9216,Northern Metropolitan,2651
2449,Oak Park,10 Magnolia St,5,House,house with 5,1005000,S,Brad,20/05/2017,11.5,3046,5,3,2,647,,,Moreland,-37.719,144.9254,Northern Metropolitan,2651
2450,Oak Park,7 Ridge Rd,4,House,house with 4,860000,PI,Jellis,20/05/2017,11.5,3046,4,2,2,301,,,Moreland,-37.7149,144.9153,Northern Metropolitan,2651
2451,Oak Park,11 Xavier St,5,House,house with 5,1306000,S,Eview,20/05/2017,11.5,3046,5,3,3,700,,,Moreland,-37.7206,144.9194,Northern Metropolitan,2651
2452,Oak Park,19A Cardinal Rd,4,House,house with 4,1250000,S,Frank,29/04/2017,11.5,3046,4,2,3,568,,,Moreland,-37.7136,144.927,Northern Metropolitan,2651
2453,Oak Park,3/21 Lex Gr,3,Unit,unit with 3,648000,S,Nelson,29/04/2017,11.5,3046,3,1,1,0,94,1998,Moreland,-37.7188,144.9243,Northern Metropolitan,2651
2454,Parkville,13/54 The Avenue,3,Unit,unit with 3,835000,S,Nelson,6/05/2017,2.6,3052,3,1,1,0,,1978,Melbourne,-37.7867,144.9572,Northern Metropolitan,2309
2455,Parkville,21 Morrah St,4,House,house with 4,3970000,S,Collins,13/05/2017,2.6,3052,4,3,1,289,,,Melbourne,-37.7959,144.9569,Northern Metropolitan,2309
2456,Parkville,55 Park Dr,3,House,house with 3,2790000,S,Collins,20/05/2017,2.6,3052,3,2,1,180,120,1890,Melbourne,-37.7961,144.9538,Northern Metropolitan,2309
2457,Pascoe Vale,62 Devon Rd,3,House,house with 3,755000,S,Nelson,6/05/2017,9.9,3044,3,2,2,294,110,1950,Moreland,-37.7215,144.9251,Northern Metropolitan,7485
2458,Pascoe Vale,4 Dixon St,2,House,house with 2,750000,PI,Nelson,6/05/2017,9.9,3044,2,1,2,531,,,Moreland,-37.7189,144.9508,Northern Metropolitan,7485
2459,Pascoe Vale,2 Ann St,2,House,house with 2,999000,S,Nelson,8/04/2017,9.9,3044,2,1,1,587,95,1920,Moreland,-37.7306,144.9357,Northern Metropolitan,7485
2460,Pascoe Vale,8 Braeside St,3,House,house with 3,800000,SP,Nelson,8/04/2017,9.9,3044,3,1,0,793,,,Moreland,-37.7182,144.9506,Northern Metropolitan,7485
2461,Pascoe Vale,115 Derby St,4,House,house with 4,800000,S,Nelson,8/04/2017,9.9,3044,4,1,1,593,131,1970,Moreland,-37.7278,144.9463,Northern Metropolitan,7485
2462,Pascoe Vale,147 Derby St,3,House,house with 3,806000,SP,Brad,8/04/2017,9.9,3044,3,1,1,488,,,Moreland,-37.7253,144.9467,Northern Metropolitan,7485
2463,Pascoe Vale,9 Bawden Ct,4,House,house with 4,770000,S,Nelson,13/05/2017,9.9,3044,4,1,2,596,130,1960,Moreland,-37.7195,144.9456,Northern Metropolitan,7485
2464,Pascoe Vale,3/238 Cumberland Rd,2,Unit,unit with 2,496000,S,Brad,13/05/2017,9.9,3044,2,1,1,136,,,Moreland,-37.7218,144.9406,Northern Metropolitan,7485
2465,Pascoe Vale,1/142 Derby St,3,House,house with 3,585000,S,YPA,13/05/2017,9.9,3044,3,1,1,0,129,2000,Moreland,-37.7243,144.9473,Northern Metropolitan,7485
2466,Pascoe Vale,1/29 Devon Rd,2,Townhouse,townhouse with 2,540000,VB,Nelson,13/05/2017,9.9,3044,2,1,2,240,,,Moreland,-37.7217,144.924,Northern Metropolitan,7485
2467,Pascoe Vale,5 Sims St,3,House,house with 3,708000,S,hockingstuart,13/05/2017,9.9,3044,3,1,2,321,94,1950,Moreland,-37.7242,144.9424,Northern Metropolitan,7485
2468,Pascoe Vale,7/26 Snell Gr,2,Unit,unit with 2,497000,SP,Nelson,13/05/2017,9.9,3044,2,1,1,123,,1970,Moreland,-37.7181,144.9322,Northern Metropolitan,7485
2469,Pascoe Vale,6 Wicklow St,3,House,house with 3,800000,S,Brad,13/05/2017,9.9,3044,3,1,2,506,,,Moreland,-37.7187,144.9433,Northern Metropolitan,7485
2470,Pascoe Vale,8 Ann St,4,House,house with 4,1395000,S,Nelson,20/05/2017,9.9,3044,4,3,4,590,,,Moreland,-37.7302,144.9357,Northern Metropolitan,7485
2471,Pascoe Vale,10/43 Arndt Rd,2,Unit,unit with 2,427500,S,hockingstuart,20/05/2017,9.9,3044,2,1,1,134,75,1988,Moreland,-37.7216,144.9292,Northern Metropolitan,7485
2472,Pascoe Vale,5/137 Northumberland Rd,3,Townhouse,townhouse with 3,560000,S,Nelson,20/05/2017,9.9,3044,3,2,1,141,94,2009,Moreland,-37.7177,144.9328,Northern Metropolitan,7485
2473,Pascoe Vale,24 Bolingbroke St,5,House,house with 5,1410000,PI,Brad,22/04/2017,9.9,3044,5,3,4,1004,,,Moreland,-37.7321,144.9353,Northern Metropolitan,7485
2474,Pascoe Vale,2A Bolingbroke St,2,Townhouse,townhouse with 2,520000,S,Brad,22/04/2017,9.9,3044,2,1,1,0,82,2011,Moreland,-37.7324,144.9377,Northern Metropolitan,7485
2475,Pascoe Vale,12 Irma Gr,3,House,house with 3,1017500,S,Brad,22/04/2017,9.9,3044,3,1,1,620,,,Moreland,-37.7303,144.9445,Northern Metropolitan,7485
2476,Pascoe Vale,24 Windsor St,2,House,house with 2,910000,S,D'Aprano,22/04/2017,9.9,3044,2,1,3,602,,,Moreland,-37.724,144.9447,Northern Metropolitan,7485
2477,Pascoe Vale,16 Hayes Pde,5,House,house with 5,958000,S,Nelson,29/04/2017,9.9,3044,5,2,2,706,166,1950,Moreland,-37.7328,144.9281,Northern Metropolitan,7485
2478,Pascoe Vale,20 Snell Gr,3,House,house with 3,770000,PI,Brad,29/04/2017,9.9,3044,3,1,1,603,,,Moreland,-37.7186,144.9318,Northern Metropolitan,7485
2479,Preston,502/49 Plenty Rd,2,Unit,unit with 2,413000,SP,Raine,6/05/2017,8.8,3072,2,1,1,0,,2009,Darebin,-37.7499,145.0031,Northern Metropolitan,14577
2480,Preston,14 West St,3,House,house with 3,1190000,S,Barry,6/05/2017,8.8,3072,3,2,2,572,118,1935,Darebin,-37.736,145.0033,Northern Metropolitan,14577
2481,Preston,2 Bruce St,2,House,house with 2,2000000,PI,McGrath,8/04/2017,8.8,3072,2,1,2,465,,,Darebin,-37.7424,145.0026,Northern Metropolitan,14577
2482,Preston,4 Devon St,3,House,house with 3,1045000,S,Nelson,8/04/2017,8.8,3072,3,1,2,513,,,Darebin,-37.7505,144.991,Northern Metropolitan,14577
2483,Preston,7 Leicester St,3,House,house with 3,1121000,S,Barry,8/04/2017,8.8,3072,3,2,3,604,123,1925,Darebin,-37.7438,144.9971,Northern Metropolitan,14577
2484,Preston,2/15 Percival St,3,Unit,unit with 3,715000,S,hockingstuart,8/04/2017,8.8,3072,3,1,1,210,,1996,Darebin,-37.7317,145.0083,Northern Metropolitan,14577
2485,Preston,263 Tyler St,4,House,house with 4,1200000,S,RW,8/04/2017,8.8,3072,4,3,2,466,,,Darebin,-37.731,145.0115,Northern Metropolitan,14577
